Vaccine/Sample	Dose	Geography Type	Geography	Survey Year	Dimension Type	Dimension	Estimate (%)	95% CI (%)	Sample Size
HPV	≥1 Dose, Males and Females	States/Local Areas	Virginia	2019	Age	13-17 Years	75.2	67.4 to 81.6	363
HPV	≥1 Dose, Males and Females	States/Local Areas	Washington	2019	Age	13-17 Years	72.0	64.9 to 78.2	304
HPV	≥1 Dose, Males and Females	States/Local Areas	West Virginia	2019	Age	13-17 Years	64.7	58.2 to 70.7	309
HPV	≥1 Dose, Males and Females	States/Local Areas	Wisconsin	2019	Age	13-17 Years	72.2	66.0 to 77.6	331
HPV	≥1 Dose, Males and Females	States/Local Areas	Wyoming	2019	Age	13-17 Years	59.1	52.6 to 65.3	329
HPV	≥1 Dose, Males and Females	States/Local Areas	Alabama	2020	Age	13-17 Years	67.3	60.7 to 73.3	298
HPV	≥1 Dose, Males and Females	States/Local Areas	Alaska	2020	Age	13-17 Years	71.9	65.0 to 77.8	302
HPV	≥1 Dose, Males and Females	States/Local Areas	Arizona	2020	Age	13-17 Years	70.7	64.4 to 76.3	340
HPV	≥1 Dose, Males and Females	States/Local Areas	Arkansas	2020	Age	13-17 Years	70.9	64.3 to 76.8	322
HPV	≥1 Dose, Males and Females	States/Local Areas	California	2020	Age	13-17 Years	78.2	71.8 to 83.4	403
HPV	≥1 Dose, Males and Females	States/Local Areas	Colorado	2020	Age	13-17 Years	81.6	76.1 to 86.0	354
HPV	≥1 Dose, Males and Females	States/Local Areas	Connecticut	2020	Age	13-17 Years	82.2	76.6 to 86.6	331
HPV	≥1 Dose, Males and Females	States/Local Areas	Delaware	2020	Age	13-17 Years	78.0	72.0 to 83.0	360
HPV	≥1 Dose, Males and Females	States/Local Areas	District of Columbia	2020	Age	13-17 Years	87.4	81.7 to 91.6	404
HPV	≥1 Dose, Males and Females	States/Local Areas	Florida	2020	Age	13-17 Years	68.3	61.3 to 74.6	355
HPV	≥1 Dose, Males and Females	States/Local Areas	Georgia	2020	Age	13-17 Years	73.1	66.2 to 79.0	300
HPV	≥1 Dose, Males and Females	States/Local Areas	Guam	2020	Age	13-17 Years	68.3	61.5 to 74.4	300
HPV	≥1 Dose, Males and Females	States/Local Areas	Hawaii	2020	Age	13-17 Years	84.9	79.4 to 89.1	290
HPV	≥1 Dose, Males and Females	States/Local Areas	Idaho	2020	Age	13-17 Years	72.5	66.4 to 77.8	376
HPV	≥1 Dose, Males and Females	States/Local Areas	Illinois	2020	Age	13-17 Years	75.9	71.0 to 80.2	699
HPV	≥1 Dose, Males and Females	States/Local Areas	IL-City of Chicago	2020	Age	13-17 Years	86.3	79.9 to 91.0	271
HPV	≥1 Dose, Males and Females	States/Local Areas	IL-Rest of state	2020	Age	13-17 Years	73.7	67.9 to 78.8	428
HPV	≥1 Dose, Males and Females	States/Local Areas	Indiana	2020	Age	13-17 Years	73.6	67.3 to 79.0	302
HPV	≥1 Dose, Males and Females	States/Local Areas	Iowa	2020	Age	13-17 Years	74.2	67.8 to 79.7	280
HPV	≥1 Dose, Males and Females	States/Local Areas	Kansas	2020	Age	13-17 Years	63.3	57.0 to 69.3	364
HPV	≥1 Dose, Males and Females	States/Local Areas	Kentucky	2020	Age	13-17 Years	75.6	69.0 to 81.3	255
HPV	≥1 Dose, Males and Females	States/Local Areas	Louisiana	2020	Age	13-17 Years	75.3	69.1 to 80.5	356
HPV	≥1 Dose, Males and Females	States/Local Areas	Maine	2020	Age	13-17 Years	74.4	68.8 to 79.3	372
HPV	≥1 Dose, Males and Females	States/Local Areas	Maryland	2020	Age	13-17 Years	83.1	79.2 to 86.5	815
HPV	≥1 Dose, Males and Females	States/Local Areas	Massachusetts	2020	Age	13-17 Years	87.4	83.1 to 90.8	394
HPV	≥1 Dose, Males and Females	States/Local Areas	Michigan	2020	Age	13-17 Years	76.9	71.4 to 81.7	398
HPV	≥1 Dose, Males and Females	States/Local Areas	Minnesota	2020	Age	13-17 Years	81.0	75.0 to 85.8	330
HPV	≥1 Dose, Males and Females	States/Local Areas	Mississippi	2020	Age	13-17 Years	55.2	48.2 to 61.9	282
HPV	≥1 Dose, Males and Females	States/Local Areas	Missouri	2020	Age	13-17 Years	69.9	63.5 to 75.6	397
HPV	≥1 Dose, Males and Females	States/Local Areas	Montana	2020	Age	13-17 Years	73.7	67.1 to 79.4	307
HPV	≥1 Dose, Males and Females	States/Local Areas	Nebraska	2020	Age	13-17 Years	82.6	77.5 to 86.8	405
HPV	≥1 Dose, Males and Females	States/Local Areas	Nevada	2020	Age	13-17 Years	70.1	63.3 to 76.1	369
HPV	≥1 Dose, Males and Females	States/Local Areas	New Hampshire	2020	Age	13-17 Years	82.5	77.5 to 86.6	381
HPV	≥1 Dose, Males and Females	States/Local Areas	New Jersey	2020	Age	13-17 Years	73.1	67.1 to 78.4	379
HPV	≥1 Dose, Males and Females	States/Local Areas	New Mexico	2020	Age	13-17 Years	77.4	71.9 to 82.0	352
HPV	≥1 Dose, Males and Females	States/Local Areas	New York	2020	Age	13-17 Years	79.1	74.9 to 82.8	729
HPV	≥1 Dose, Males and Females	States/Local Areas	NY-City of New York	2020	Age	13-17 Years	81.0	74.9 to 86.0	381
HPV	≥1 Dose, Males and Females	States/Local Areas	NY-Rest of state	2020	Age	13-17 Years	77.9	72.0 to 82.8	348
HPV	≥1 Dose, Males and Females	States/Local Areas	North Carolina	2020	Age	13-17 Years	80.3	74.1 to 85.3	327
HPV	≥1 Dose, Males and Females	States/Local Areas	North Dakota	2020	Age	13-17 Years	79.8	74.2 to 84.5	401
HPV	≥1 Dose, Males and Females	States/Local Areas	Ohio	2020	Age	13-17 Years	75.5	69.5 to 80.7	338
HPV	≥1 Dose, Males and Females	States/Local Areas	Oklahoma	2020	Age	13-17 Years	65.5	59.3 to 71.2	338
HPV	≥1 Dose, Males and Females	States/Local Areas	Oregon	2020	Age	13-17 Years	78.5	72.7 to 83.4	308
HPV	≥1 Dose, Males and Females	States/Local Areas	Pennsylvania	2020	Age	13-17 Years	78.4	73.0 to 83.0	765
HPV	≥1 Dose, Males and Females	States/Local Areas	PA-Philadelphia	2020	Age	13-17 Years	84.8	78.3 to 89.5	263
HPV	≥1 Dose, Males and Females	States/Local Areas	PA-Rest of state	2020	Age	13-17 Years	77.6	71.4 to 82.7	502
HPV	≥1 Dose, Males and Females	States/Local Areas	Puerto Rico	2020	Age	13-17 Years	69.9	58.5 to 79.4	169
HPV	≥1 Dose, Males and Females	HHS Regions/National	United States	2020	Age	13-17 Years	75.1	73.9 to 76.2	20163
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 1	2020	Age	13-17 Years	84.9	82.4 to 87.0	2147
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 2	2020	Age	13-17 Years	77.1	73.7 to 80.2	1108
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 3	2020	Age	13-17 Years	77.1	74.3 to 79.8	3331
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 4	2020	Age	13-17 Years	71.3	68.6 to 73.9	2466
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 5	2020	Age	13-17 Years	76.5	74.2 to 78.6	2344
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 6	2020	Age	13-17 Years	72.5	69.2 to 75.6	2509
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 7	2020	Age	13-17 Years	71.3	67.9 to 74.4	1446
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 8	2020	Age	13-17 Years	76.2	72.9 to 79.1	2007
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 9	2020	Age	13-17 Years	76.8	71.9 to 81.0	1402
HPV	≥1 Dose, Males and Females	States/Local Areas	Rhode Island	2020	Age	13-17 Years	93.0	88.4 to 95.9	271
HPV	≥1 Dose, Males and Females	States/Local Areas	South Carolina	2020	Age	13-17 Years	70.1	63.7 to 75.9	311
HPV	≥1 Dose, Males and Females	States/Local Areas	South Dakota	2020	Age	13-17 Years	84.5	79.7 to 88.4	317
HPV	≥1 Dose, Males and Females	States/Local Areas	Tennessee	2020	Age	13-17 Years	71.7	65.7 to 77.0	338
HPV	≥1 Dose, Males and Females	States/Local Areas	Texas	2020	Age	13-17 Years	72.8	68.2 to 77.0	1141
HPV	≥1 Dose, Males and Females	States/Local Areas	TX-Bexar County	2020	Age	13-17 Years	75.7	69.6 to 80.9	314
HPV	≥1 Dose, Males and Females	States/Local Areas	TX-City of Houston	2020	Age	13-17 Years	77.1	69.2 to 83.5	221
HPV	≥1 Dose, Males and Females	States/Local Areas	TX-Rest of state	2020	Age	13-17 Years	72.3	67.0 to 77.0	606
HPV	≥1 Dose, Males and Females	HHS Regions/National	Region 10	2020	Age	13-17 Years	75.2	71.4 to 78.6	1403
HPV	≥1 Dose, Males and Females	States/Local Areas	Utah	2020	Age	13-17 Years	68.6	61.6 to 74.8	304
HPV	≥1 Dose, Males and Females	States/Local Areas	Vermont	2020	Age	13-17 Years	87.0	82.3 to 90.6	398
HPV	≥1 Dose, Males and Females	States/Local Areas	Virginia	2020	Age	13-17 Years	73.7	67.7 to 79.0	677
HPV	≥1 Dose, Males and Females	States/Local Areas	Washington	2020	Age	13-17 Years	74.6	68.1 to 80.1	417
HPV	≥1 Dose, Males and Females	States/Local Areas	West Virginia	2020	Age	13-17 Years	59.7	53.2 to 65.9	310
HPV	≥1 Dose, Males and Females	States/Local Areas	Wisconsin	2020	Age	13-17 Years	77.8	71.6 to 83.0	277
HPV	≥1 Dose, Males and Females	States/Local Areas	Wyoming	2020	Age	13-17 Years	64.6	57.8 to 70.8	324
HPV	≥1 Dose, Males and Females	States/Local Areas	Alabama	2015-2019	Insurance Coverage	Other	47.6	38.7 to 56.6	173
HPV	≥1 Dose, Males and Females	States/Local Areas	Alaska	2015-2019	Insurance Coverage	Other	70.2	64.7 to 75.1	390
HPV	≥1 Dose, Males and Females	States/Local Areas	Arizona	2015-2019	Insurance Coverage	Other	66.0	56.0 to 74.7	152
HPV	≥1 Dose, Males and Females	States/Local Areas	Arkansas	2015-2019	Insurance Coverage	Other	63.7	56.7 to 70.1	278
HPV	≥1 Dose, Males and Females	States/Local Areas	California	2015-2019	Insurance Coverage	Other	64.0	49.0 to 76.7	123
HPV	≥1 Dose, Males and Females	States/Local Areas	Colorado	2015-2019	Insurance Coverage	Other	71.5	61.5 to 79.7	162
HPV	≥1 Dose, Males and Females	States/Local Areas	Connecticut	2015-2019	Insurance Coverage	Other	70.6	62.0 to 77.9	194
HPV	≥1 Dose, Males and Females	States/Local Areas	Delaware	2015-2019	Insurance Coverage	Other	66.1	53.9 to 76.4	96
HPV	≥1 Dose, Males and Females	States/Local Areas	District of Columbia	2015-2019	Insurance Coverage	Other	80.5	64.0 to 90.6	55
HPV	≥1 Dose, Males and Females	States/Local Areas	Florida	2015-2019	Insurance Coverage	Other	44.2	33.1 to 55.9	156
HPV	≥1 Dose, Males and Females	States/Local Areas	Georgia	2015-2019	Insurance Coverage	Other	56.0	46.5 to 65.0	181
HPV	≥1 Dose, Males and Females	States/Local Areas	Hawaii	2015-2019	Insurance Coverage	Other	67.2	58.7 to 74.7	179
HPV	≥1 Dose, Males and Females	States/Local Areas	Idaho	2015-2019	Insurance Coverage	Other	42.0	30.9 to 54.0	103
HPV	≥1 Dose, Males and Females	States/Local Areas	Illinois	2015-2019	Insurance Coverage	Other	53.8	39.7 to 67.3	91
HPV	≥1 Dose, Males and Females	States/Local Areas	Indiana	2015-2019	Insurance Coverage	Other	48.1	33.0 to 63.5	56
HPV	≥1 Dose, Males and Females	States/Local Areas	Iowa	2015-2019	Insurance Coverage	Other	68.7	58.3 to 77.5	117
HPV	≥1 Dose, Males and Females	States/Local Areas	Kansas	2015-2019	Insurance Coverage	Other	58.0	50.8 to 64.9	283
HPV	≥1 Dose, Males and Females	States/Local Areas	Kentucky	2015-2019	Insurance Coverage	Other	52.5	41.6 to 63.2	114
HPV	≥1 Dose, Males and Females	States/Local Areas	Louisiana	2015-2019	Insurance Coverage	Other	72.6	58.1 to 83.4	57
HPV	≥1 Dose, Males and Females	States/Local Areas	Maine	2015-2019	Insurance Coverage	Other	54.8	42.1 to 67.0	82
HPV	≥1 Dose, Males and Females	States/Local Areas	Maryland	2015-2019	Insurance Coverage	Other	61.0	50.3 to 70.7	170
HPV	≥1 Dose, Males and Females	States/Local Areas	Massachusetts	2015-2019	Insurance Coverage	Other	73.8	61.4 to 83.4	94
HPV	≥1 Dose, Males and Females	States/Local Areas	Michigan	2015-2019	Insurance Coverage	Other	61.5	46.6 to 74.5	69
HPV	≥1 Dose, Males and Females	States/Local Areas	Minnesota	2015-2019	Insurance Coverage	Other	55.1	39.0 to 70.2	74
HPV	≥1 Dose, Males and Females	States/Local Areas	Mississippi	2015-2019	Insurance Coverage	Other	45.1	35.0 to 55.5	123
HPV	≥1 Dose, Males and Females	States/Local Areas	Missouri	2015-2019	Insurance Coverage	Other	53.2	37.3 to 68.4	64
HPV	≥1 Dose, Males and Females	States/Local Areas	Montana	2015-2019	Insurance Coverage	Other	57.9	49.7 to 65.6	212
HPV	≥1 Dose, Males and Females	States/Local Areas	Nebraska	2015-2019	Insurance Coverage	Other	68.8	54.7 to 80.2	79
HPV	≥1 Dose, Males and Females	States/Local Areas	Nevada	2015-2019	Insurance Coverage	Other	68.3	58.4 to 76.7	140
HPV	≥1 Dose, Males and Females	States/Local Areas	New Hampshire	2015-2019	Insurance Coverage	Other	73.3	60.8 to 83.0	87
HPV	≥1 Dose, Males and Females	States/Local Areas	New Jersey	2015-2019	Insurance Coverage	Other	72.1	53.5 to 85.3	52
HPV	≥1 Dose, Males and Females	States/Local Areas	New Mexico	2015-2019	Insurance Coverage	Other	69.4	60.0 to 77.4	135
HPV	≥1 Dose, Males and Females	States/Local Areas	New York	2015-2019	Insurance Coverage	Other	58.5	52.0 to 64.7	360
HPV	≥1 Dose, Males and Females	States/Local Areas	North Carolina	2015-2019	Insurance Coverage	Other	58.5	48.1 to 68.2	170
HPV	≥1 Dose, Males and Females	States/Local Areas	North Dakota	2015-2019	Insurance Coverage	Other	70.4	61.1 to 78.3	151
HPV	≥1 Dose, Males and Females	States/Local Areas	Ohio	2015-2019	Insurance Coverage	Other	55.3	40.7 to 69.1	71
HPV	≥1 Dose, Males and Females	States/Local Areas	Oklahoma	2015-2019	Insurance Coverage	Other	57.5	49.5 to 65.2	222
HPV	≥1 Dose, Males and Females	States/Local Areas	Oregon	2015-2019	Insurance Coverage	Other	66.1	52.8 to 77.2	76
HPV	≥1 Dose, Males and Females	States/Local Areas	Pennsylvania	2015-2019	Insurance Coverage	Other	63.3	55.3 to 70.6	377
HPV	≥1 Dose, Males and Females	HHS Regions/National	United States	2015-2019	Insurance Coverage	Other	59.9	58.0 to 61.8	8337
HPV	≥1 Dose, Males and Females	States/Local Areas	Rhode Island	2015-2019	Insurance Coverage	Other	89.9	79.2 to 95.5	60
HPV	≥1 Dose, Males and Females	States/Local Areas	South Carolina	2015-2019	Insurance Coverage	Other	47.0	35.4 to 58.9	114
HPV	≥1 Dose, Males and Females	States/Local Areas	South Dakota	2015-2019	Insurance Coverage	Other	64.7	53.9 to 74.2	125
HPV	≥1 Dose, Males and Females	States/Local Areas	Tennessee	2015-2019	Insurance Coverage	Other	55.5	46.1 to 64.5	165
HPV	≥1 Dose, Males and Females	States/Local Areas	Texas	2015-2019	Insurance Coverage	Other	59.5	54.4 to 64.4	1081
HPV	≥1 Dose, Males and Females	States/Local Areas	Utah	2015-2019	Insurance Coverage	Other	61.8	48.4 to 73.6	102
HPV	≥1 Dose, Males and Females	States/Local Areas	Vermont	2015-2019	Insurance Coverage	Other	67.3	55.9 to 76.9	99
HPV	≥1 Dose, Males and Females	States/Local Areas	Virginia	2015-2019	Insurance Coverage	Other	64.1	55.0 to 72.2	265
HPV	≥1 Dose, Males and Females	States/Local Areas	Washington	2015-2019	Insurance Coverage	Other	65.6	56.9 to 73.4	194
HPV	≥1 Dose, Males and Females	States/Local Areas	West Virginia	2015-2019	Insurance Coverage	Other	64.2	54.9 to 72.6	146
HPV	≥1 Dose, Males and Females	States/Local Areas	Wisconsin	2015-2019	Insurance Coverage	Other	46.6	33.4 to 60.3	73
HPV	≥1 Dose, Males and Females	States/Local Areas	Wyoming	2015-2019	Insurance Coverage	Other	57.6	47.7 to 66.9	145
HPV	≥1 Dose, Males and Females	States/Local Areas	Alabama	2015-2019	Insurance Coverage	Private Insurance Only	50.2	46.3 to 54.2	893
HPV	≥1 Dose, Males and Females	States/Local Areas	Alaska	2015-2019	Insurance Coverage	Private Insurance Only	58.4	54.6 to 62.2	930
HPV	≥1 Dose, Males and Females	States/Local Areas	Arizona	2015-2019	Insurance Coverage	Private Insurance Only	54.7	50.6 to 58.7	906
HPV	≥1 Dose, Males and Females	States/Local Areas	Arkansas	2015-2019	Insurance Coverage	Private Insurance Only	52.6	48.2 to 56.9	752
HPV	≥1 Dose, Males and Females	States/Local Areas	California	2015-2019	Insurance Coverage	Private Insurance Only	69.3	65.0 to 73.2	869
HPV	≥1 Dose, Males and Females	States/Local Areas	Colorado	2015-2019	Insurance Coverage	Private Insurance Only	69.4	65.7 to 72.9	950
HPV	≥1 Dose, Males and Females	States/Local Areas	Connecticut	2015-2019	Insurance Coverage	Private Insurance Only	64.9	61.4 to 68.2	1118
HPV	≥1 Dose, Males and Females	States/Local Areas	Delaware	2015-2019	Insurance Coverage	Private Insurance Only	69.2	65.7 to 72.6	998
HPV	≥1 Dose, Males and Females	States/Local Areas	District of Columbia	2015-2019	Insurance Coverage	Private Insurance Only	79.3	75.3 to 82.9	981
HPV	≥1 Dose, Males and Females	States/Local Areas	Florida	2015-2019	Insurance Coverage	Private Insurance Only	58.1	53.6 to 62.4	935
HPV	≥1 Dose, Males and Females	States/Local Areas	Georgia	2015-2019	Insurance Coverage	Private Insurance Only	62.2	58.1 to 66.1	933
HPV	≥1 Dose, Males and Females	States/Local Areas	Hawaii	2015-2019	Insurance Coverage	Private Insurance Only	72.8	69.2 to 76.1	895
HPV	≥1 Dose, Males and Females	States/Local Areas	Idaho	2015-2019	Insurance Coverage	Private Insurance Only	56.6	52.7 to 60.4	1006
HPV	≥1 Dose, Males and Females	States/Local Areas	Illinois	2015-2019	Insurance Coverage	Private Insurance Only	63.7	61.0 to 66.2	1929
HPV	≥1 Dose, Males and Females	States/Local Areas	Indiana	2015-2019	Insurance Coverage	Private Insurance Only	53.3	49.5 to 57.1	929
HPV	≥1 Dose, Males and Females	States/Local Areas	Iowa	2015-2019	Insurance Coverage	Private Insurance Only	66.3	62.8 to 69.6	1019
HPV	≥1 Dose, Males and Females	States/Local Areas	Kansas	2015-2019	Insurance Coverage	Private Insurance Only	48.9	45.2 to 52.7	991
HPV	≥1 Dose, Males and Females	States/Local Areas	Kentucky	2015-2019	Insurance Coverage	Private Insurance Only	56.1	52.1 to 59.9	847
HPV	≥1 Dose, Males and Females	States/Local Areas	Louisiana	2015-2019	Insurance Coverage	Private Insurance Only	50.0	45.6 to 54.4	748
HPV	≥1 Dose, Males and Females	States/Local Areas	Maine	2015-2019	Insurance Coverage	Private Insurance Only	69.4	65.9 to 72.7	1040
HPV	≥1 Dose, Males and Females	States/Local Areas	Maryland	2015-2019	Insurance Coverage	Private Insurance Only	68.1	64.5 to 71.4	1626
HPV	≥1 Dose, Males and Females	States/Local Areas	Massachusetts	2015-2019	Insurance Coverage	Private Insurance Only	77.3	74.3 to 80.1	1287
HPV	≥1 Dose, Males and Females	States/Local Areas	Michigan	2015-2019	Insurance Coverage	Private Insurance Only	63.3	59.7 to 66.8	1030
HPV	≥1 Dose, Males and Females	States/Local Areas	Minnesota	2015-2019	Insurance Coverage	Private Insurance Only	69.6	66.3 to 72.7	1175
HPV	≥1 Dose, Males and Females	States/Local Areas	Mississippi	2015-2019	Insurance Coverage	Private Insurance Only	41.5	37.0 to 46.1	705
HPV	≥1 Dose, Males and Females	States/Local Areas	Missouri	2015-2019	Insurance Coverage	Private Insurance Only	57.4	53.6 to 61.1	992
HPV	≥1 Dose, Males and Females	States/Local Areas	Montana	2015-2019	Insurance Coverage	Private Insurance Only	58.9	54.9 to 62.7	898
HPV	≥1 Dose, Males and Females	States/Local Areas	Nebraska	2015-2019	Insurance Coverage	Private Insurance Only	66.5	63.0 to 69.9	1094
HPV	≥1 Dose, Males and Females	States/Local Areas	Nevada	2015-2019	Insurance Coverage	Private Insurance Only	57.3	53.2 to 61.3	904
HPV	≥1 Dose, Males and Females	States/Local Areas	New Hampshire	2015-2019	Insurance Coverage	Private Insurance Only	73.7	70.5 to 76.7	1114
HPV	≥1 Dose, Males and Females	States/Local Areas	New Jersey	2015-2019	Insurance Coverage	Private Insurance Only	62.1	58.8 to 65.3	1306
HPV	≥1 Dose, Males and Females	States/Local Areas	New Mexico	2015-2019	Insurance Coverage	Private Insurance Only	60.8	56.5 to 64.9	770
HPV	≥1 Dose, Males and Females	States/Local Areas	New York	2015-2019	Insurance Coverage	Private Insurance Only	64.4	61.3 to 67.3	1643
HPV	≥1 Dose, Males and Females	States/Local Areas	North Carolina	2015-2019	Insurance Coverage	Private Insurance Only	62.5	58.7 to 66.2	935
HPV	≥1 Dose, Males and Females	States/Local Areas	North Dakota	2015-2019	Insurance Coverage	Private Insurance Only	73.5	70.4 to 76.4	1170
HPV	≥1 Dose, Males and Females	States/Local Areas	Ohio	2015-2019	Insurance Coverage	Private Insurance Only	57.4	53.7 to 61.0	1058
HPV	≥1 Dose, Males and Females	States/Local Areas	Oklahoma	2015-2019	Insurance Coverage	Private Insurance Only	47.8	43.3 to 52.3	684
HPV	≥1 Dose, Males and Females	States/Local Areas	Oregon	2015-2019	Insurance Coverage	Private Insurance Only	68.3	64.7 to 71.8	986
HPV	≥1 Dose, Males and Females	States/Local Areas	Pennsylvania	2015-2019	Insurance Coverage	Private Insurance Only	66.6	63.5 to 69.6	2191
HPV	≥1 Dose, Males and Females	HHS Regions/National	United States	2015-2019	Insurance Coverage	Private Insurance Only	61.5	60.8 to 62.3	57463
HPV	≥1 Dose, Males and Females	States/Local Areas	Rhode Island	2015-2019	Insurance Coverage	Private Insurance Only	88.8	86.4 to 90.8	1039
HPV	≥1 Dose, Males and Females	States/Local Areas	South Carolina	2015-2019	Insurance Coverage	Private Insurance Only	49.6	45.4 to 53.7	845
HPV	≥1 Dose, Males and Females	States/Local Areas	South Dakota	2015-2019	Insurance Coverage	Private Insurance Only	58.3	54.7 to 61.7	1085
HPV	≥1 Dose, Males and Females	States/Local Areas	Tennessee	2015-2019	Insurance Coverage	Private Insurance Only	50.4	46.2 to 54.5	817
HPV	≥1 Dose, Males and Females	States/Local Areas	Texas	2015-2019	Insurance Coverage	Private Insurance Only	52.5	50.2 to 54.8	4710
HPV	≥1 Dose, Males and Females	States/Local Areas	Utah	2015-2019	Insurance Coverage	Private Insurance Only	55.2	51.8 to 58.5	1249
HPV	≥1 Dose, Males and Females	States/Local Areas	Vermont	2015-2019	Insurance Coverage	Private Insurance Only	79.4	76.6 to 82.0	1174
HPV	≥1 Dose, Males and Females	States/Local Areas	Virginia	2015-2019	Insurance Coverage	Private Insurance Only	62.4	57.9 to 66.6	1425
HPV	≥1 Dose, Males and Females	States/Local Areas	Washington	2015-2019	Insurance Coverage	Private Insurance Only	64.6	60.6 to 68.4	943
HPV	≥1 Dose, Males and Females	States/Local Areas	West Virginia	2015-2019	Insurance Coverage	Private Insurance Only	52.9	48.8 to 57.0	775
HPV	≥1 Dose, Males and Females	States/Local Areas	Wisconsin	2015-2019	Insurance Coverage	Private Insurance Only	64.2	60.9 to 67.4	1106
HPV	≥1 Dose, Males and Females	States/Local Areas	Wyoming	2015-2019	Insurance Coverage	Private Insurance Only	45.0	41.4 to 48.6	1058
HPV	≥1 Dose, Males and Females	States/Local Areas	Alabama	2015-2019	Insurance Coverage	Any Medicaid	68.9	64.3 to 73.2	568
HPV	≥1 Dose, Males and Females	States/Local Areas	Alaska	2015-2019	Insurance Coverage	Any Medicaid	64.2	59.3 to 68.8	532
HPV	≥1 Dose, Males and Females	States/Local Areas	Arizona	2015-2019	Insurance Coverage	Any Medicaid	77.0	72.6 to 80.9	564
HPV	≥1 Dose, Males and Females	States/Local Areas	Arkansas	2015-2019	Insurance Coverage	Any Medicaid	65.0	60.4 to 69.4	610
HPV	≥1 Dose, Males and Females	States/Local Areas	California	2015-2019	Insurance Coverage	Any Medicaid	75.8	71.0 to 80.1	579
HPV	≥1 Dose, Males and Females	States/Local Areas	Colorado	2015-2019	Insurance Coverage	Any Medicaid	76.7	71.4 to 81.3	412
HPV	≥1 Dose, Males and Females	States/Local Areas	Connecticut	2015-2019	Insurance Coverage	Any Medicaid	77.6	71.2 to 82.9	290
HPV	≥1 Dose, Males and Females	States/Local Areas	Delaware	2015-2019	Insurance Coverage	Any Medicaid	77.6	73.0 to 81.6	533
HPV	≥1 Dose, Males and Females	States/Local Areas	District of Columbia	2015-2019	Insurance Coverage	Any Medicaid	88.2	85.0 to 90.8	616
HPV	≥1 Dose, Males and Females	States/Local Areas	Florida	2015-2019	Insurance Coverage	Any Medicaid	67.7	62.6 to 72.5	583
HPV	≥1 Dose, Males and Females	States/Local Areas	Georgia	2015-2019	Insurance Coverage	Any Medicaid	69.3	64.2 to 74.0	524
HPV	≥1 Dose, Males and Females	States/Local Areas	Hawaii	2015-2019	Insurance Coverage	Any Medicaid	71.9	67.1 to 76.3	505
HPV	≥1 Dose, Males and Females	States/Local Areas	Idaho	2015-2019	Insurance Coverage	Any Medicaid	68.4	63.3 to 73.1	521
HPV	≥1 Dose, Males and Females	States/Local Areas	Illinois	2015-2019	Insurance Coverage	Any Medicaid	67.8	64.5 to 71.0	1278
HPV	≥1 Dose, Males and Females	States/Local Areas	Indiana	2015-2019	Insurance Coverage	Any Medicaid	61.6	56.6 to 66.4	538
HPV	≥1 Dose, Males and Females	States/Local Areas	Iowa	2015-2019	Insurance Coverage	Any Medicaid	70.7	66.0 to 75.0	519
HPV	≥1 Dose, Males and Females	States/Local Areas	Kansas	2015-2019	Insurance Coverage	Any Medicaid	66.1	59.8 to 71.9	339
HPV	≥1 Dose, Males and Females	States/Local Areas	Kentucky	2015-2019	Insurance Coverage	Any Medicaid	55.4	50.7 to 60.0	587
HPV	≥1 Dose, Males and Females	States/Local Areas	Louisiana	2015-2019	Insurance Coverage	Any Medicaid	74.8	71.1 to 78.1	825
HPV	≥1 Dose, Males and Females	States/Local Areas	Maine	2015-2019	Insurance Coverage	Any Medicaid	69.1	64.2 to 73.6	529
HPV	≥1 Dose, Males and Females	States/Local Areas	Maryland	2015-2019	Insurance Coverage	Any Medicaid	74.6	68.8 to 79.7	396
HPV	≥1 Dose, Males and Females	States/Local Areas	Massachusetts	2015-2019	Insurance Coverage	Any Medicaid	84.3	79.3 to 88.3	351
HPV	≥1 Dose, Males and Females	States/Local Areas	Michigan	2015-2019	Insurance Coverage	Any Medicaid	73.5	68.5 to 77.9	465
HPV	≥1 Dose, Males and Females	States/Local Areas	Minnesota	2015-2019	Insurance Coverage	Any Medicaid	67.4	61.1 to 73.2	365
HPV	≥1 Dose, Males and Females	States/Local Areas	Mississippi	2015-2019	Insurance Coverage	Any Medicaid	55.2	50.9 to 59.4	749
HPV	≥1 Dose, Males and Females	States/Local Areas	Missouri	2015-2019	Insurance Coverage	Any Medicaid	61.8	56.3 to 67.1	477
HPV	≥1 Dose, Males and Females	States/Local Areas	Montana	2015-2019	Insurance Coverage	Any Medicaid	65.4	60.3 to 70.1	531
HPV	≥1 Dose, Males and Females	States/Local Areas	Nebraska	2015-2019	Insurance Coverage	Any Medicaid	73.6	67.9 to 78.6	381
